Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Cleto Campelo,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Sergio Loreto,Coluna Prestes,,,,,,,,,,,,,
Clube Intercional do Recife,Local,Clube,Madalena,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Roberto Burle Marx,Praça Euclides da Cunha,,,,,,,,,,,,,
Clube Nautico Capibaribe,Local,Clube,Aflitos,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rosa e Silva,Sport Clube do Recife,,,,,,,,,,,,,
Clube Portugues,Local,Clube,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rosa e Silva,Praça do Entrocamento,,,,,,,,,,,,,
Colégio Agnes,Local,Colégio,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rui Barbosa,Colégio Vera Cruz,Colégio Damas,Colégio São Luís,,,,,,,,,,,
Colégio Americano Batista,Local,Colégio,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Igreja da Capunga,Avenida Agamenon Magalhães,Rua Dom Bosco,,,,,,,,,,,,
Colégio Damas,Local,Colégio,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rui Barbosa,Academia Pernambucana de Letras,Ponte D'Uchôa,Colégio Vera Cruz,Colégio Damas,Colégio São Luís,,,,,,,,,
Colégio Vera Cruz,Local,Colégio,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rui Barbosa,Colégio Agnes,Colégio Damas,Colégio São Luís,Praça do Entrocamento,,,,,,,,,,
Colégio São Luís,Local,Colégio,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Rui Barbosa,Colégio Damas,Colégio Vera Cruz,Colégio Damas,,,,,,,,,,,
Coluna Prestes,Fato Histórico,Ambiente,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Sergio Loreto,Cleto Campelo,Cordeiro de Fárias,,,,,,,,,,,,
Companhia das Inidias Orientais,Fato Histórico,Ambiente,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Mauricio de Nassau,,,,,,,,,,,,,,
Confederação do Equador,Fato Histórico,Revolução,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Manuel de Carvalho,Sebastião de Castro Caldas,Bernardo Vieira de Melo,Forte das Cinco Pontas,Noite dos Tambores Silenciosos,Pedro da Silva Pedroso,Frascisco Paes Barreto,Frei Caneca,,,,,,,
Conselheiro Rosa e Sila,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Avenida Rosa e Silva,Herculano Bandeira,,,,,,,,,,,,,
Convenção de Beberibe,Fato Histórico,Evento,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Manuel Inácio Vieira de Melo,Luis do Rego Barros,Gervásio Pires,Mercado de Beberibe,,,,,,,,,,,
Convento de Santo Antonio,Local,Templo Religioso,Santo Antonio,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Cruz do Patrão,Rua do Imperador,Henrique Dias,,,,,,,,,,,,
Cordeiro de Fárias,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Sergio Loreto,Coluna Prestes,Cid Sampaio,Etelvino Lins,Palácio do Campo das Princesas,,,,,,,,,,
Cruz Cabugá,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Revolução de 1817,,,,,,,,,,,,,,
Cruz do Patrão,Local,Templo Religioso,Recife Antigo,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.",Porto do Recife,Convento de Santo Antonio,Fortaleza do Buraco,Cais da Lingueta,Igreja do Pilar,,,,,,,,,,
Cruzeiro do Forte,Fato Histórico,Sitio Histórico,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean non nunc purus. Mauris non ornare felis. Maecenas et consequat erat, sed vulputate dolor. Nullam dictum nisl vitae est blandit, vitae vehicula dolor tempus. Duis at magna leo. Duis in arcu lobortis, maximus eros vel, rhoncus sem. Aliquam commodo nec sem vel tincidunt. Curabitur luctus ex quis tincidunt rutrum. Sed molestie aliquet mauris sed aliquet. Nam auctor dignissim volutpat. Sed vel nisl a lectus accumsan hendrerit. Phasellus ut congue eros.""",Fernandes Vieira,Barreto de Menezes,Felipe Camarão,Maracatu Cruzeiro do Forte,,,,,,,,,,,
Dantas Barreto,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Dantas Barreto,Camelodromo,Herculano Bandeira,,,,,,,,,,,,
Delmiro Gouveia,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Quartel do Derby,Praça do Derby,Dantas Barreto,Rosa e Silva,,,,,,,,,,,
Democrito de Souza Filho,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Anibal Fernandes,Etelvino Lins,,,,,,,,,,,,,
Desabamentos em Morros do Recife,Fato Histórico,Ambiente,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",João Paulo,Enchentes do Recife,,,,,,,,,,,,,
Diario de Pernambuco,Local,Jornal,Santo Antonio,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Praça da Indepedencia,Democrito de Souza Filho,Assis Chateaubriand,Gilberto Freyre,Anibal Fernandes,,,,,,,,,,
Dom Bosco,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Dom Bosco,Colégio Salesiano,,,,,,,,,,,,,
Dom Cardoso Ayres,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Abreu e Lima,Azeredo Coutinho (Bispo),Questão Religiosa,,,,,,,,,,,,
Dom Vidal,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Igreja do Divino Espírito Santo,Praça Dom Vidal,,,,,,,,,,,,,
Domingos Ferreira,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Domingos Ferreira,Liberato Costa Junior,,,,,,,,,,,,,
Domingos Teotonio Jorge,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Revolução de 1817,,,,,,,,,,,,,,
Duarte Coelho Pereira,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Indios,Capitanias Hereditárias,Pedro Lopes,,,,,,,,,,,,
Edificio dos Correios,Local,Instituição,Santo Antonio,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Guararapes,Rua do Sol,,,,,,,,,,,,,
Edificio Holiday,Local,Edificio,Boa Viagem,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Edificio Acaiaca,,,,,,,,,,,,,,
Eduardo Gomes,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Aeroclube,Escola Eduardo Gomes,Aeroporto Internacional do Recife,,,,,,,,,,,,
Eduardo Martins de Barros,Personagem,,,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Mercado de São José,Rua do Sol,,,,,,,,,,,,,
Edificio Acaiaca,Local,Edificio,Boa Viagem,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Avenida Boa Viagem,Edificio Holiday,,,,,,,,,,,,,
Eraldo Gueiros,Personagem,,,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Nilo Coelho,Cid Sampaio,Jarbas Vasconcelos,Casa da Cultura,,,,,,,,,,,
Esgotamento Sanitário,Fato Histórico,Ambiente,,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Estação de Esgotos do Capanga,,,,,,,,,,,,,,
Estação Central,Local,Museu,São José,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Herculano Ramos,Casa da Cultura,,,,,,,,,,,,,
Estação de Esgotos do Capanga,Local,,Cabanga,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Esgotamento Sanitário,,,,,,,,,,,,,,
Estação do Brum,Local,Museu,Santo Antonio,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Forte do Brum,Pernambuco Tramways,,,,,,,,,,,,,
Estácio Coimbra,Personagem,,,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Sergio Loreto,Torre do Zeppelin,Palácio da Justiça,Revolução de 30,Rosa e Silva,Gilberto Freyre,Cangaço,Carlos de Lima Cavalcanti,Arquivo Publico,,,,,,
Estrada dos Remedios,Local,Logradouro,Madalena,https://i.pinimg.com/originals/2c/05/7a/2c057a3dec97f63bd9999b4bf0b7c516.jpg,"In odio turpis, dictum vitae tellus et, bibendum commodo lorem. Phasellus porttitor laoreet ipsum, et ultricies velit semper in. Donec mollis dolor enim. Interdum et malesuada fames ac ante ipsum primis in faucibus. Praesent eget bibendum orci. Curabitur et placerat sem. Vivamus tempor sed sapien in viverra. Suspendisse potenti. Maecenas laoreet justo ut est sodales accumsan.",Mercado de Afogados,,,,,,,,,,,,,,
